feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
midas_g_23116	temp	temp	0.524910102204734	0.141411856538639	40	40	0.0026100413435711	0.0378729251409182
midas_g_56	temp	temp	-1.30791026600519	0.35209724085413	40	40	0.00259662813786021	0.0378729251409182
midas_g_1166	temp	temp	0.435162453919995	0.119153017328496	40	40	0.00292539972802443	0.0388280327537788
Hirschia	flow_2weekave	flow_2weekave	0.493423615420242	0.135635878240483	40	40	0.00300626609346233	0.0390146533018223
Ca_Competibacter	temp	temp	-1.02752207413108	0.284676848596001	40	40	0.00317408199365623	0.0400434057841697
Lautropia	temp	temp	0.316354111442951	0.0881090960576242	40	40	0.00329123883157559	0.0400434057841697
midas_g_70	temp	temp	-2.3443439475725	0.652433925389513	40	40	0.00327399312146487	0.0400434057841697
Nitrosomonas	temp	temp	0.44994310823253	0.12608881457424	40	40	0.00343289276722883	0.0400961875212327
midas_g_1166	flow_2weekave	flow_2weekave	0.504315711808798	0.141138647164717	40	40	0.00340194000179745	0.0400961875212327
midas_g_595	temp	temp	-2.84447494750406	0.801735732751358	40	39	0.00357077299618606	0.0408888515641698
SM1A02	flow_2weekave	flow_2weekave	-0.98246533787234	0.278030990009386	40	40	0.00366953301584918	0.0411823085622753
midas_g_59	flow_2weekave	flow_2weekave	-0.314613124205843	0.0892751090840362	40	40	0.00373743553732978	0.0411823085622753
Amaricoccus	reactor	SBR3	-1.0818629205452	0.30907296009016	40	40	0.00391143502649882	0.0412864414588884
Ca_Alysiosphaera	temp	temp	-0.519302243893739	0.148798351945746	40	40	0.00399003834003972	0.0412864414588884
midas_g_1221	temp	temp	0.349700434823628	0.100611375521118	40	40	0.00410036576132796	0.0412864414588884
midas_g_2621	reactor	SBR3	-1.03443289929893	0.297243357550318	40	40	0.00406642084541977	0.0412864414588884
midas_g_27211	temp	temp	0.466439904497783	0.133916445132784	40	40	0.00404324764091984	0.0412864414588884
Ca_Vicinibacter	reactor	SBR2	2.15014535769286	0.621350783793595	40	40	0.00422267278544747	0.0417973035034123
Amaricoccus	reactor	SBR2	-1.03879797248445	0.301616076612663	40	40	0.00435713511230701	0.0424094484264549
Nannocystis	flow_2weekave	flow_2weekave	0.673714749162855	0.198529535307035	40	40	0.00480170159090335	0.0445110115728183
Trichococcus	flow_2weekave	flow_2weekave	1.16476536450981	0.342574046603627	40	40	0.00474196052824287	0.0445110115728183
midas_g_399	flow_2weekave	flow_2weekave	-2.57182600485509	0.757040174221883	40	40	0.00476779420547466	0.0445110115728183
Tetrasphaera	flow_2weekave	flow_2weekave	1.80481625513311	0.536696797312261	40	40	0.00509357050718742	0.0464788308780852
midas_g_1040	reactor	SBR3	3.37569433271878	1.01433645139029	40	40	0.00544650325201447	0.048934736910407
midas_g_81	flow_2weekave	flow_2weekave	0.539019244163223	0.162707860251701	40	40	0.00560786864963531	0.0496211407785913
midas_g_4089	reactor	SBR2	-1.46371723208039	0.452981112280714	40	40	0.00656018015505397	0.0571812717992764
midas_g_1336	temp	temp	0.644484910149923	0.200866628775926	40	40	0.00685421837718555	0.0588656401805348
midas_g_1063	reactor	SBR3	1.75558984758761	0.54865987127421	40	40	0.00697056680488848	0.058997261073259
Sediminibacterium	reactor	SBR2	2.83841893169174	0.891143398478286	40	40	0.00716976065922951	0.059816288928429
midas_g_1336	reactor	SBR2	-1.25432972322669	0.39494626699679	40	40	0.00729777630865754	0.0600267797782536
Pir4_lineage	temp	temp	0.439980934639202	0.141441845615384	40	40	0.00827482065581808	0.0671179897638578
Nannocystis	temp	temp	0.512392533456583	0.167603938650837	40	40	0.00917267607472973	0.0723897679411103
midas_g_56	reactor	SBR2	-2.11937840144464	0.692297629241014	40	40	0.00909873419307705	0.0723897679411103
Ca_Villigracilis	temp	temp	0.670752811126274	0.221893699711736	40	40	0.00979853994207635	0.0762979643489679
Ca_Vicinibacter	reactor	SBR3	1.89932997433193	0.636712499407151	40	40	0.0105785832968054	0.0812880611228207
Phaselicystis	reactor	SBR3	-0.800393817623931	0.269719509475017	40	40	0.0108989799706422	0.0826623935435721
Leptothrix	flow_2weekave	flow_2weekave	0.927398910549476	0.31507782925792	40	40	0.0114157834693683	0.0833352193263889
Nitrotoga	flow_2weekave	flow_2weekave	2.53407653076317	0.860183704859804	40	40	0.0113594443523389	0.0833352193263889
Stenotrophobacter	temp	temp	-1.29172508145821	0.438145691284414	40	40	0.01131170175951	0.0833352193263889
Amaricoccus	temp	temp	-0.445572752182084	0.153399612951145	40	40	0.0122975689414911	0.0862269619099316
Pajaroellobacter	temp	temp	-0.435454660742065	0.149535980204103	40	40	0.0121244276335292	0.0862269619099316
SH.PL14	reactor	SBR3	1.44236341718213	0.496805039537401	40	40	0.012330074881123	0.0862269619099316
midas_g_595	flow_2weekave	flow_2weekave	-2.75425509407738	0.949668747306478	40	39	0.0124025082199217	0.0862269619099316
Nannocystis	reactor	SBR3	-0.977253380365854	0.337692152183474	40	40	0.0125536106469552	0.0862506896214331
midas_g_1096	reactor	SBR3	1.79970021443536	0.62742394156482	40	40	0.0131836215038817	0.088025069123777
midas_g_3838	flow_2weekave	flow_2weekave	-0.699745373150411	0.244303037860918	40	40	0.0132888235297447	0.088025069123777
midas_g_70	flow_2weekave	flow_2weekave	-2.21620232198472	0.772818378069051	40	40	0.0132015206396372	0.088025069123777
midas_g_9818	flow_2weekave	flow_2weekave	-1.12921005706612	0.394920901111026	40	40	0.0134147793698907	0.088025069123777
midas_g_81	reactor	SBR2	-0.765477580293652	0.270083374088444	40	40	0.0140761241086187	0.0913384053270366
midas_g_59	temp	temp	-0.212715345136615	0.0753684326255378	40	40	0.0144003595424124	0.0924154942062512
AAP99	flow_2weekave	flow_2weekave	0.614981115673773	0.218565341856969	40	40	0.0146401428204054	0.0929330805121388
midas_g_3374	temp	temp	1.05129920544024	0.374452909039664	40	40	0.0148137576466672	0.0930240265124045
Ca_Obscuribacter	flow_2weekave	flow_2weekave	-0.798680275375757	0.285989708653779	40	40	0.0152415045531625	0.0942629315833763
midas_g_5463	temp	temp	-1.13917579287129	0.4083753064023	40	40	0.015333867295241	0.0942629315833763
Aquabacterium	temp	temp	-1.59945017819456	0.576574210078851	40	40	0.0157945328215248	0.0951266053006644
Ca_Competibacter	reactor	SBR2	1.54963078353926	0.559734881491058	40	40	0.0159630262319608	0.0951266053006644
midas_g_1221	flow_2weekave	flow_2weekave	0.330191234334485	0.119175777070615	40	40	0.0158985950340644	0.0951266053006644
Ca_Alysiosphaera	flow_2weekave	flow_2weekave	0.486549459284018	0.176254018276879	40	40	0.0162092596126715	0.0956182587252539
Nitrospira	temp	temp	-0.600769356553557	0.219477528896367	40	40	0.0169449127115696	0.0970179316034968
midas_g_2621	flow_2weekave	flow_2weekave	0.478345590841582	0.17474965072776	40	40	0.0169433324566688	0.0970179316034968
midas_g_945	reactor	SBR2	3.33004106681955	1.21585769777302	40	40	0.0168941599884794	0.0970179316034968
midas_g_3907	temp	temp	0.885012282942823	0.324968790641092	40	40	0.0174004238048358	0.0986587136118844
Kouleothrix	temp	temp	-0.485588641809117	0.178855339870689	40	40	0.0176814785278617	0.099288302502608
Ferruginibacter	temp	temp	0.386357255683012	0.144803304722308	40	40	0.0193322171084412	0.104537173993793
Ferruginibacter	flow_2weekave	flow_2weekave	0.458658046364242	0.171521821198557	40	40	0.0191162860159623	0.104537173993793
Tetrasphaera	reactor	SBR2	-2.38050614219459	0.890878176729274	40	40	0.0191878221559031	0.104537173993793
midas_g_11003	temp	temp	-2.0800377323325	0.778517239417181	40	40	0.0191986175381882	0.104537173993793
Leptospira	temp	temp	0.936820939322574	0.353722650578713	40	40	0.0200703938580416	0.106555545573603
midas_g_75	temp	temp	0.623885291501066	0.235254366786423	40	40	0.0199372543372117	0.106555545573603
SWB02	reactor	SBR3	-1.09071097783727	0.422478227532355	40	40	0.0227831948695664	0.118650169978737
midas_g_2621	temp	temp	0.381324142712781	0.147528324662294	40	40	0.0226516570127333	0.118650169978737
midas_g_399	temp	temp	-1.64742036457958	0.639113544089414	40	40	0.0229579952184884	0.118650169978737
Rhodobacter	temp	temp	0.334279173243499	0.130715038999931	40	40	0.0238601618894454	0.121462983562071
midas_g_59	reactor	SBR2	0.378778504344773	0.148190275787726	40	40	0.0239182245028052	0.121462983562071
Ca_Obscuribacter	reactor	SBR2	1.19584494421171	0.47472239723573	40	40	0.0256504417485364	0.126229898027865
Prosthecobacter	flow_2weekave	flow_2weekave	-0.758473455331156	0.302214443834566	40	40	0.0261057338252473	0.126229898027865
Turneriella	flow_2weekave	flow_2weekave	-0.504117313085821	0.200422861831921	40	40	0.0258337550854809	0.126229898027865
midas_g_1409	reactor	SBR3	1.00914624584931	0.400215152694712	40	40	0.0255311401535564	0.126229898027865
midas_g_351	flow_2weekave	flow_2weekave	1.0030016837236	0.397739130391273	40	40	0.0255191721709978	0.126229898027865
midas_g_3907	flow_2weekave	flow_2weekave	0.965692833271706	0.384930709353248	40	40	0.0261537973653625	0.126229898027865
midas_g_945	flow_2weekave	flow_2weekave	-1.82542227788008	0.732476055006718	40	40	0.0269864479360817	0.129181029464522
Rubrivivax	temp	temp	0.410909408863512	0.165695937687857	40	40	0.0276152051891825	0.131116096182785
Comamonas	temp	temp	-1.17064960528842	0.478448753793324	40	40	0.0293913224029554	0.135153797506504
Hassallia	reactor	SBR3	-2.20560328931186	0.898745291846404	40	40	0.0289892055129029	0.135153797506504
SH.PL14	reactor	SBR2	1.19030544696091	0.484818816964638	40	40	0.0289313059164761	0.135153797506504
midas_g_12057	temp	temp	-1.31803038331479	0.538497066263564	40	40	0.0293445063529599	0.135153797506504
Bdellovibrio	temp	temp	-0.303043806109331	0.125870368024582	40	40	0.0316324631856219	0.143883310480534
Rhizobacter	reactor	SBR3	-1.16536466430177	0.487361072024638	40	40	0.0326193512654182	0.143883310480534
Sediminibacterium	reactor	SBR3	2.18447510925827	0.913175223037581	40	40	0.0325582618677023	0.143883310480534
midas_g_1223	flow_2weekave	flow_2weekave	-2.64041764452124	1.10209261933009	40	38	0.0323368812661207	0.143883310480534
midas_g_1432	temp	temp	-0.6123044403042	0.256329147237652	40	40	0.0327679457087518	0.143883310480534
midas_g_3907	reactor	SBR3	1.56560115405937	0.654754364291323	40	40	0.0326221321161526	0.143883310480534
SH.PL14	temp	temp	0.585344689231136	0.246575115322234	40	40	0.0336896797990767	0.144667448548976
SWB02	reactor	SBR2	-0.979490609608028	0.412285259135608	40	40	0.0335728707311467	0.144667448548976
midas_g_108	flow_2weekave	flow_2weekave	-1.40671491153464	0.591146069894414	40	40	0.033330326470673	0.144667448548976
midas_g_1096	temp	temp	0.737593248372623	0.311404109127659	40	40	0.0340244720267488	0.145038625281907
Dokdonella	reactor	SBR3	-1.5388291693265	0.658253329901757	40	40	0.0360394861499259	0.152514926895338
midas_g_550	reactor	SBR2	-0.711536060228921	0.305400356056229	40	40	0.0365732809748479	0.152562829209366
midas_g_679	flow_2weekave	flow_2weekave	0.236036528567369	0.101247736053604	40	40	0.0364760775429803	0.152562829209366
midas_g_11567	temp	temp	-0.634897678856728	0.273040429330786	40	40	0.03688475009141	0.15277087981123
Ca_Phosphoribacter	temp	temp	-0.655557159216714	0.282823409176621	40	40	0.0373947115282413	0.153584223465613
midas_g_169	reactor	SBR2	2.7936650505877	1.20684227700469	40	38	0.0376070958143539	0.153584223465613
midas_g_1226	flow_2weekave	flow_2weekave	0.552273577167108	0.239508785076219	40	40	0.038240702566231	0.155087293740826
Phaselicystis	reactor	SBR2	-0.604762435241124	0.263212091442796	40	40	0.0388296213328141	0.155318485331256
midas_g_3487	flow_2weekave	flow_2weekave	-0.837173015318488	0.364037950120408	40	40	0.0386813594608085	0.155318485331256
midas_g_1040	flow_2weekave	flow_2weekave	1.35799848652194	0.596329358077856	40	40	0.0403228465274102	0.16019416579597
Oikopleura	flow_2weekave	flow_2weekave	-0.367279795340442	0.162801878336703	40	40	0.0419406795101959	0.165495654283476
OLB12	temp	temp	-0.332555881261392	0.14765947971443	40	40	0.0422369819056372	0.16554629149592
Acinetobacter	flow_2weekave	flow_2weekave	0.509474327922155	0.226943518228657	40	40	0.0428054632963831	0.165680827816644
Lautropia	reactor	SBR2	-0.388349687481294	0.173241114208369	40	40	0.0430642891832239	0.165680827816644
midas_g_5463	reactor	SBR2	1.7993681271235	0.802952206546861	40	40	0.0431224072399485	0.165680827816644
Phaeodactylibacter	temp	temp	-0.399672835749091	0.180356148720325	40	40	0.0451482498006697	0.171372789215679
midas_g_11003	flow_2weekave	flow_2weekave	-2.04306662343487	0.922166072075399	40	40	0.045190769758929	0.171372789215679
Ferruginibacter	reactor	SBR3	-0.63798373095629	0.291752926623191	40	40	0.0476441367808478	0.17675302542091
Haliscomenobacter	flow_2weekave	flow_2weekave	0.299828138716093	0.13668202815371	40	40	0.0470455434866519	0.17675302542091
Inhella	temp	temp	0.408135499470908	0.186721199309636	40	40	0.0477249729182968	0.17675302542091
midas_g_142	reactor	SBR3	-0.821327873045131	0.375942827350328	40	40	0.0478201678364791	0.17675302542091
midas_g_1040	reactor	SBR2	2.15118713443153	0.989863949095719	40	40	0.0488384610648999	0.17938151737045
midas_g_4089	reactor	SBR3	-1.00082134450166	0.464180208196686	40	40	0.0503911810673321	0.183927810895762
P3OB.42	reactor	SBR3	-0.598242731911578	0.279108777949973	40	40	0.0515736167163781	0.187074485480527
P3OB.42	reactor	SBR2	-0.581306940202489	0.272374828677567	40	40	0.0524449415533507	0.189060776957758
Oikopleura	reactor	SBR3	-0.58909254596762	0.276920593150076	40	40	0.0531102493345012	0.190271892267538
Thauera	temp	temp	-1.41026647944539	0.6655970871071	40	40	0.0539382173408619	0.190271892267538
midas_g_433	flow_2weekave	flow_2weekave	-0.318716619532763	0.150528750807957	40	40	0.0540841337609781	0.190271892267538
midas_g_8849	temp	temp	-0.963838350029529	0.455056828026251	40	40	0.0540106366899763	0.190271892267538
Oikopleura	reactor	SBR2	-0.568578479723506	0.270239437363957	40	40	0.0554107430783222	0.192618297367501
midas_g_1096	reactor	SBR2	1.28962662681106	0.612286327385062	40	40	0.0551830490549902	0.192618297367501
Luteitalea	reactor	SBR3	-0.840207345872239	0.401518279519596	40	40	0.0565694282358114	0.19548252124091
JGI_0001001.H03	flow_2weekave	flow_2weekave	-1.4040845163253	0.676689168394962	40	40	0.0584063134034091	0.200642864868182
NA.	flow_2weekave	flow_2weekave	0.303565671279973	0.147189211941123	40	40	0.0597426848781826	0.20403349689391
Rubrivivax	reactor	SBR2	-0.66622376703266	0.325793251199301	40	40	0.0616578045109304	0.208139640661175
midas_g_2243	flow_2weekave	flow_2weekave	-0.822724734322784	0.40188436851711	40	40	0.0614094264156385	0.208139640661175
Ca_Epiflobacter	flow_2weekave	flow_2weekave	0.44230489076283	0.21742670152854	40	40	0.0628523894491849	0.210442466495777
Leptothrix	temp	temp	0.540621165911308	0.265997122712814	40	40	0.0630606706108921	0.210442466495777
midas_g_10530	temp	temp	-0.354044256028439	0.175157668218312	40	40	0.064336524607711	0.213480286198314
Acidovorax	reactor	SBR3	-2.79810576473414	1.38789370198798	40	35	0.0649409560484135	0.214268465154087
JGI_0001001.H03	temp	temp	-1.14632923968836	0.571279077896155	40	40	0.0660545519659626	0.214310324156234
Novosphingobium	flow_2weekave	flow_2weekave	0.324094316997426	0.161123819700501	40	40	0.0654814437326616	0.214310324156234
midas_g_3838	reactor	SBR2	0.813843346580862	0.40552551464608	40	40	0.0660208704613014	0.214310324156234
Acidibacter	temp	temp	0.25175474975178	0.126494544986889	40	40	0.0680177255273022	0.218254679713981
Hydrogenophaga	reactor	SBR2	1.11068101148856	0.557578924451789	40	40	0.067807733321422	0.218254679713981
Nitrotoga	temp	temp	1.43872318233071	0.726190068771413	40	40	0.0691264472202897	0.219401332481789
Runella	flow_2weekave	flow_2weekave	0.432780060022499	0.218327926928021	40	40	0.0689964301784124	0.219401332481789
Aeromonas	temp	temp	-0.281286883126907	0.142556615794176	40	40	0.0701248373546835	0.220176908683522
Dechloromonas	flow_2weekave	flow_2weekave	-0.819381683765595	0.415184983643572	40	40	0.0700779579993558	0.220176908683522
midas_g_550	flow_2weekave	flow_2weekave	0.360750270639884	0.183984070184729	40	40	0.0716903731323264	0.223888651921276
midas_g_679	reactor	SBR3	0.335231138541922	0.172219039543756	40	40	0.0735277841583333	0.227897620747395
midas_g_81	temp	temp	0.267143052757983	0.137362323371483	40	40	0.0737545382213316	0.227897620747395
Sediminibacterium	temp	temp	-0.878575986649456	0.453228667204265	40	40	0.0745870674114038	0.229103850193863
midas_g_169	reactor	SBR3	2.39044605489285	1.23667915551729	40	38	0.0753218137623658	0.229103850193863
midas_g_385	reactor	SBR2	-0.828109442060203	0.42830014091484	40	40	0.0752519347940965	0.229103850193863
Tetrasphaera	reactor	SBR3	-1.75711767586473	0.912903444185578	40	40	0.0764238202762489	0.231251352545748
CL500.3	temp	temp	-0.466894864044696	0.243541391394733	40	40	0.0774654332322047	0.233194912410348
Ellin6067	temp	temp	-0.785879145923311	0.414967167327817	40	40	0.0807137960908618	0.241629836013643
Terrimonas	temp	temp	0.283934377608382	0.150137693057941	40	40	0.081094944963483	0.241629836013643
Comamonas	reactor	SBR3	1.8095472397617	0.963989215757974	40	40	0.0831189605014388	0.246403415902742
midas_g_351	temp	temp	0.627833202028221	0.335782001937593	40	40	0.084203093137335	0.248356597940422
Comamonas	flow_2weekave	flow_2weekave	-1.05295622742859	0.566730170683516	40	40	0.0859652015765244	0.250104285907147
midas_g_1586	reactor	SBR3	-1.44576966958495	0.777302405384226	40	40	0.0856595264933913	0.250104285907147
midas_g_81	reactor	SBR3	-0.513995770862097	0.276760671507086	40	40	0.0860804134714665	0.250104285907147
Rhizobacter	reactor	SBR2	-0.880170338820116	0.475602700394536	40	40	0.0870717502870686	0.251732188948753
Ca_Competibacter	flow_2weekave	flow_2weekave	-0.61879121314315	0.337204262139534	40	40	0.0894736296799682	0.257401969128579
Pir4_lineage	reactor	SBR2	-0.508215156098548	0.278104577466914	40	40	0.0906730205480456	0.259573745098327
Halomonas	flow_2weekave	flow_2weekave	-0.405265563635024	0.225765483349413	40	40	0.095914246690602	0.273238634474691
midas_g_1432	reactor	SBR2	-0.900151573445042	0.503997306276862	40	40	0.0974279516130439	0.276203513310765
midas_g_3487	temp	temp	-0.546700439979198	0.307330565017422	40	40	0.0986402586484401	0.278289425365648
Pirellula	temp	temp	0.291440234259977	0.164933660708285	40	40	0.10067766970112	0.282671918776222
midas_g_5170	temp	temp	0.579201568240835	0.329679485070449	40	40	0.102452466677234	0.286278662868444
midas_g_9628	reactor	SBR2	3.10135523825211	1.76980892092453	40	35	0.103247184923488	0.287125504739606
Haliangium	reactor	SBR3	-0.935240048333645	0.538799758935956	40	40	0.106226422014466	0.294010570883641
Ca_Epiflobacter	reactor	SBR2	0.619498756625087	0.360912724652066	40	40	0.109790587736307	0.295473286811076
Hydrogenophaga	reactor	SBR3	0.982951913802801	0.571364002209712	40	40	0.109065497854585	0.295473286811076
Sulfuritalea	reactor	SBR2	0.53935680535598	0.313375400749201	40	40	0.108924012606847	0.295473286811076
midas_g_1223	reactor	SBR3	3.22508681971441	1.87462297713801	40	38	0.10905953969671	0.295473286811076
midas_g_3907	reactor	SBR2	1.10315265981504	0.638957359598713	40	40	0.107929490598453	0.295473286811076
midas_g_5463	flow_2weekave	flow_2weekave	-0.831259274451641	0.483727055960279	40	40	0.109422319639434	0.295473286811076
Luteitalea	flow_2weekave	flow_2weekave	0.404002739112195	0.236052975868377	40	40	0.110728108987321	0.296629429580713
midas_g_1159	flow_2weekave	flow_2weekave	-0.702208493985517	0.411010435132757	40	40	0.111295336528625	0.296642546868044
midas_g_70	reactor	SBR2	2.18611625958177	1.28282305958397	40	40	0.112122396092686	0.296642546868044
midas_g_9818	reactor	SBR3	1.14428168451708	0.671747348988496	40	40	0.112256854208626	0.296642546868044
midas_g_10530	reactor	SBR3	-0.588714886834029	0.35291157492011	40	40	0.119175943254397	0.313507886759315
Oikopleura	temp	temp	0.228675129710566	0.137441695951116	40	40	0.120058229403938	0.314412582833631
Aeromonas	reactor	SBR2	0.4607768571389	0.280296451365311	40	40	0.124151717339808	0.319403537120916
Sediminibacterium	flow_2weekave	flow_2weekave	-0.885908138069767	0.536856576356119	40	40	0.122846224345113	0.319403537120916
midas_g_1195	reactor	SBR2	1.0829740020887	0.656736199418422	40	38	0.123084634562991	0.319403537120916
midas_g_1586	reactor	SBR2	-1.24780189201266	0.758548731617238	40	40	0.12392349046963	0.319403537120916
Ca_Epiflobacter	temp	temp	0.300614840798106	0.183557431329725	40	40	0.12544619319925	0.319915182656601
midas_g_1166	reactor	SBR2	-0.383828845776443	0.23428002790742	40	40	0.125316092348297	0.319915182656601
midas_g_273	flow_2weekave	flow_2weekave	-0.14445355140472	0.0888576087728734	40	40	0.128003894221744	0.325018583589124
Ca_Obscuribacter	reactor	SBR3	0.777449645120848	0.486459005045567	40	40	0.134014306761985	0.329162486400911
Ca_Phosphoribacter	reactor	SBR2	0.88913335621645	0.556090627668262	40	40	0.13385409357939	0.329162486400911
Ca_Vicinibacter	flow_2weekave	flow_2weekave	0.598330508735213	0.374323879942593	40	40	0.13395884915736	0.329162486400911
Hassallia	reactor	SBR2	-1.39973261397159	0.877061612642334	40	40	0.134516163568818	0.329162486400911
Novosphingobium	reactor	SBR3	-0.44130082696903	0.274066271089266	40	40	0.131357955346393	0.329162486400911
Rubrivivax	reactor	SBR3	-0.538156888088773	0.333847869305974	40	40	0.130967299899423	0.329162486400911
midas_g_2835	temp	temp	0.341793363978584	0.214366010904239	40	40	0.134851173663011	0.329162486400911
midas_g_351	reactor	SBR3	1.08843158131688	0.676541063483025	40	40	0.131660532159491	0.329162486400911
midas_g_385	flow_2weekave	flow_2weekave	0.412695822232359	0.258023285250188	40	40	0.1337312366202	0.329162486400911
midas_g_558	flow_2weekave	flow_2weekave	-0.658179301896339	0.413283188536559	40	40	0.135272254685306	0.329162486400911
midas_g_142	temp	temp	0.295878734701664	0.186588578277687	40	40	0.136816122752843	0.331537824430126
Haliangium	flow_2weekave	flow_2weekave	0.496966780766239	0.316760887315441	40	40	0.140681899883902	0.335299016063983
Haliscomenobacter	temp	temp	0.180194620938735	0.115390620473258	40	40	0.142387253397034	0.335299016063983
Stella	reactor	SBR3	-0.671382604885402	0.429308642341514	40	40	0.141856253259591	0.335299016063983
midas_g_1223	temp	temp	-1.46039784842763	0.930416038460328	40	38	0.140515476842353	0.335299016063983
midas_g_4089	flow_2weekave	flow_2weekave	0.427281141768002	0.272891982938183	40	40	0.14141597299445	0.335299016063983
midas_g_424	reactor	SBR3	0.859472723818181	0.548720157084505	40	40	0.141282762968387	0.335299016063983
midas_g_5463	reactor	SBR3	1.28620864866507	0.822803671725582	40	40	0.142012508259575	0.335299016063983
Stella	reactor	SBR2	-0.647213608355445	0.418950879174884	40	40	0.146372123792615	0.340563029063295
midas_g_27211	reactor	SBR3	0.418074997819614	0.26981783920878	40	40	0.145262540870245	0.340563029063295
