feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
midas_g_1166	temp	temp	0.473994254784398	0.148410121434266	40	40	0.00854829815217337	0.159325727261785
Ca_Vicinibacter	reactor	SBR2	2.38573711621283	0.753400649246529	40	40	0.00897240514168679	0.16003088958266
Ferruginibacter	flow_2weekave	flow_2weekave	0.686139297517361	0.217527305640166	40	40	0.00917215779507679	0.16003088958266
Luteitalea	flow_2weekave	flow_2weekave	0.855752151216594	0.271980233050955	40	40	0.00930207012002225	0.16003088958266
midas_g_9818	flow_2weekave	flow_2weekave	-1.60079228335111	0.508917543185781	40	40	0.00931686685926448	0.16003088958266
midas_g_1432	reactor	SBR2	-1.4335068021556	0.471831533162347	40	40	0.0112833182959241	0.19008051590826
Oikopleura	perf	reduced C	1.0288672816431	0.343383667435281	40	40	0.0121608258945768	0.19727562006758
midas_g_1668	flow_2weekave	flow_2weekave	0.530464392326065	0.176946589929209	40	40	0.0121257291235541	0.19727562006758
Haliscomenobacter	perf	reduced C	0.86557555336541	0.290361138405137	40	40	0.0124964571509639	0.19903448116808
midas_g_611	reactor	SBR3	0.981856608588547	0.331475414823304	40	40	0.0129271256978526	0.202217180559266
BD1.7_clade	perf	reduced C	2.01701110159218	0.688767012301727	40	40	0.0137287317926318	0.205224890063553
Dokdonella	reactor	SBR2	-2.29843709625299	0.78833170986216	40	40	0.0140483346896981	0.205224890063553
Ferruginibacter	reactor	SBR2	-0.891131012974932	0.307613771781407	40	40	0.0145250492967355	0.205224890063553
P3OB.42	flow_2weekave	flow_2weekave	-0.680983475312785	0.234373450691324	40	40	0.0143024531107837	0.205224890063553
Phaselicystis	reactor	SBR3	-1.00447132386911	0.345294532136998	40	40	0.0142137267542345	0.205224890063553
Zoogloea	flow_2weekave	flow_2weekave	-1.15848434824841	0.399689809697918	40	40	0.0144850040082139	0.205224890063553
midas_g_1432	reactor	SBR3	-1.56636590075731	0.54808795526724	40	40	0.0155757917418576	0.215193929492662
midas_g_1432	perf	reduced C	1.86545988771422	0.657682339999474	40	40	0.0161853490375051	0.215193929492662
midas_g_1668	reactor	SBR2	-0.713009414797306	0.250227012980256	40	40	0.0158122743497239	0.215193929492662
midas_g_81	reactor	SBR2	-0.851622858626606	0.300348155267281	40	40	0.0162132412631458	0.215193929492662
midas_g_8849	temp	temp	-1.43177173504386	0.506573580392023	40	40	0.0164783890888187	0.21544878868366
Dechloromonas	perf	reduced C	2.48591197510979	0.886896323686519	40	40	0.0171843422212471	0.221374761556066
Stella	temp	temp	0.694326335754934	0.249292163956437	40	40	0.0177384511603547	0.225201206035808
Rhizobacter	reactor	SBR2	-1.36586098015269	0.49264841766103	40	40	0.0181461256945797	0.227085801549312
Stenotrophobacter	temp	temp	-1.50761707598641	0.551971285023033	40	40	0.0195317639608054	0.240983453938951
Lautropia	temp	temp	0.278334730455294	0.102472860480568	40	40	0.0200680057787814	0.241117864580481
Phaeodactylibacter	flow_2weekave	flow_2weekave	-0.820443804282236	0.302135917070867	40	40	0.0200931553817067	0.241117864580481
midas_g_23116	reactor	SBR2	-0.905386235230748	0.335140047024864	40	40	0.0206008590502054	0.243869628756485
midas_g_56	reactor	SBR3	-2.6006573351815	0.97414603941908	40	40	0.02180650072264	0.254699928440435
SH.PL14	reactor	SBR3	1.69894852806153	0.640877775052555	40	40	0.0225472609583576	0.259886849993701
midas_g_351	flow_2weekave	flow_2weekave	1.42654387272631	0.542107182549443	40	40	0.0233455193870702	0.265593181598358
Ca_Vicinibacter	reactor	SBR3	2.26000112889009	0.875163680932832	40	40	0.0254821995044775	0.269071510598866
Nitrospira	temp	temp	-0.709375084540674	0.274726819498013	40	40	0.0254942184699839	0.269071510598866
Tetrasphaera	reactor	SBR3	-2.93757542470042	1.13469577999065	40	40	0.0251890830102376	0.269071510598866
midas_g_1336	perf	reduced C	-1.38374374909129	0.535153783586671	40	40	0.0253319302821552	0.269071510598866
midas_g_2243	flow_2weekave	flow_2weekave	-1.3723506664407	0.525405732917151	40	40	0.024171875470154	0.269071510598866
midas_g_23116	temp	temp	0.461640638977743	0.17843317000807	40	40	0.0252644227809542	0.269071510598866
Sediminibacterium	reactor	SBR2	2.78852767361272	1.08401113750758	40	40	0.0259384915999149	0.270501412399113
Ca_Obscuribacter	flow_2weekave	flow_2weekave	-0.999844600792788	0.393180617326131	40	40	0.0273353154730033	0.281352948081652
Hassallia	reactor	SBR3	-2.94994332704685	1.16271529683601	40	40	0.0276214081450024	0.281352948081652
midas_g_1432	flow_2weekave	flow_2weekave	-0.844159319778547	0.333652949055246	40	40	0.0279708146914093	0.281637168616949
midas_g_27211	temp	temp	0.42914454185873	0.170965675164151	40	40	0.0289802202531103	0.288484919792326
Phaselicystis	reactor	SBR2	-0.742357564060619	0.2972531086025	40	40	0.0296434563886783	0.288529642183136
midas_g_1336	temp	temp	0.511626036034232	0.204408356685194	40	40	0.0293515111930485	0.288529642183136
CL500.3	flow_2weekave	flow_2weekave	-1.02456935498167	0.417467727817984	40	40	0.0320037094692666	0.288954562224788
Ca_Competibacter	perf	reduced C	-1.86612670980733	0.754956471047357	40	40	0.0310203064456348	0.288954562224788
Haliscomenobacter	temp	temp	0.269771286252916	0.110906892498918	40	40	0.033267170779483	0.288954562224788
Nitrosomonas	temp	temp	0.363595497501951	0.149567612532391	40	40	0.0333518707399484	0.288954562224788
Nitrospira	flow_2weekave	flow_2weekave	-0.897399984888796	0.364888183344504	40	40	0.0317134248203284	0.288954562224788
Oikopleura	temp	temp	0.320282753544085	0.131159478500843	40	40	0.0327103756240387	0.288954562224788
SH.PL14	reactor	SBR2	1.36725449975501	0.551711345353833	40	40	0.0306712682833452	0.288954562224788
midas_g_1221	perf	reduced C	0.653222550179535	0.262366691429547	40	40	0.0300497553076253	0.288954562224788
midas_g_3838	flow_2weekave	flow_2weekave	-0.846142777669151	0.345097081727216	40	40	0.0321374203733924	0.288954562224788
midas_g_4089	reactor	SBR3	-1.46468206501009	0.603735532084285	40	40	0.0336453942316534	0.288954562224788
midas_g_5463	temp	temp	-1.23264650975562	0.50668999691457	40	40	0.0332476804991148	0.288954562224788
midas_g_945	reactor	SBR2	3.6169233490821	1.48351343293915	40	40	0.0329346740079977	0.288954562224788
SM1A02	flow_2weekave	flow_2weekave	-0.969876506944188	0.401374207780398	40	40	0.0342250290513813	0.291078887854466
midas_g_70	reactor	SBR2	3.3600674519743	1.39679378649248	40	40	0.0348877523138773	0.293862221413044
midas_g_3374	temp	temp	1.14341794594643	0.481061092924865	40	40	0.0367038292070268	0.306214803670052
Bdellovibrio	temp	temp	-0.347766985474224	0.146942320255171	40	40	0.0373697110947343	0.308828933197993
Thauera	temp	temp	-1.76682591537242	0.75832334322495	40	40	0.0398753266811857	0.324822401222245
Thauera	flow_2weekave	flow_2weekave	-2.33854482517379	1.00719408320848	40	40	0.0404464065339469	0.324822401222245
midas_g_56	reactor	SBR2	-1.9431163082298	0.838611421553721	40	40	0.0407882010667203	0.324822401222245
midas_g_59	reactor	SBR2	0.405728462151032	0.174477128170021	40	40	0.0401938620508989	0.324822401222245
Ca_Alysiosphaera	temp	temp	-0.414916076979137	0.180025563974602	40	40	0.0416812151741739	0.328943644077264
midas_g_399	temp	temp	-1.84810654342719	0.803887559382484	40	40	0.0421087873972452	0.329350872857025
Hirschia	flow_2weekave	flow_2weekave	0.427694365554591	0.187209618904468	40	40	0.0431875822075947	0.331862473805727
Rhodobacter	temp	temp	0.352764370486248	0.154284002500813	40	40	0.0430446323805165	0.331862473805727
midas_g_11003	temp	temp	-2.28229814072522	1.0014527918174	40	40	0.0436136886312097	0.33222253252991
Acidovorax	flow_2weekave	flow_2weekave	1.89393945312429	0.833799828628538	40	35	0.0441944421166648	0.333744235294814
midas_g_142	reactor	SBR3	-1.13881901422457	0.503146750276423	40	40	0.0448243707156188	0.33560810894771
Pir4_lineage	temp	temp	0.405253156880486	0.179600558360878	40	40	0.0453766549590903	0.336863980882738
midas_g_5463	reactor	SBR2	2.13727162166593	0.951684652496488	40	40	0.0462308695776917	0.340321359244184
midas_g_1063	reactor	SBR3	1.71340904281745	0.766955387458267	40	40	0.0471913485879732	0.341649763331112
midas_g_1336	reactor	SBR2	-0.857744946227176	0.383927642313661	40	40	0.0471837676439778	0.341649763331112
midas_g_59	temp	temp	-0.202311880584833	0.0928940225128376	40	40	0.0520573796577461	0.373789053935947
midas_g_75	temp	temp	0.627892046706146	0.289493390282893	40	40	0.0528752149670987	0.376574701716898
BD1.7_clade	reactor	SBR3	-1.23474692177252	0.57399276287133	40	40	0.0545373497061428	0.380013098586752
Ca_Villigracilis	temp	temp	0.609211495880339	0.28351997055485	40	40	0.0547665608409821	0.380013098586752
midas_g_1096	temp	temp	0.854051091735023	0.397695957422624	40	40	0.0548852862067119	0.380013098586752
midas_g_1166	flow_2weekave	flow_2weekave	0.422877809365224	0.197116174165436	40	40	0.0550932231969377	0.380013098586752
Rhizobacter	perf	reduced C	1.46477623810811	0.686698834969262	40	40	0.0562788265916737	0.385158219486767
Ferruginibacter	temp	temp	0.347268886250542	0.163777802516759	40	40	0.0575334754820682	0.3906924381573
midas_g_225	flow_2weekave	flow_2weekave	0.343722392976977	0.16377913331377	40	40	0.0597351568097289	0.402523056656327
Aquabacterium	temp	temp	-1.54590423146779	0.744753718838972	40	40	0.0621554264328188	0.403462464273415
Tetrasphaera	flow_2weekave	flow_2weekave	1.44215944970889	0.690755178317733	40	40	0.0608717075440697	0.403462464273415
midas_g_11567	temp	temp	-0.709041957884079	0.340389019937151	40	40	0.0613754498116241	0.403462464273415
midas_g_399	flow_2weekave	flow_2weekave	-2.22249740409425	1.06771181529455	40	40	0.0615329004093537	0.403462464273415
midas_g_9628	perf	reduced C	5.33128113869915	2.57391472926193	40	35	0.0626351053369688	0.403462464273415
NA.	flow_2weekave	flow_2weekave	0.426885217214475	0.206100627595318	40	40	0.062638008152037	0.403462464273415
Kouleothrix	temp	temp	-0.474409221274418	0.230009219328387	40	40	0.0635833568108377	0.405406427539892
midas_g_2555	reactor	SBR3	-5.02205350800203	2.4428564596668	40	38	0.0643281888448002	0.405406427539892
midas_g_2555	perf	reduced C	6.0300099826743	2.93132431982221	40	38	0.0641861682180954	0.405406427539892
Halomonas	flow_2weekave	flow_2weekave	-0.606520171754129	0.297799099282742	40	40	0.0664832570751096	0.413412215539148
Nannocystis	temp	temp	0.428798463224422	0.210591844485487	40	40	0.0665423771586984	0.413412215539148
Nannocystis	flow_2weekave	flow_2weekave	0.566767555377761	0.279705038269965	40	40	0.0676793503862399	0.414377336563583
Novosphingobium	flow_2weekave	flow_2weekave	0.449034592329023	0.222769799350353	40	40	0.0689244833412013	0.414377336563583
Turneriella	perf	reduced C	0.901340235701221	0.449146195133588	40	40	0.0699852259992304	0.414377336563583
midas_g_1040	perf	reduced C	2.92653690666149	1.45308001986129	40	40	0.0691217795424421	0.414377336563583
midas_g_225	perf	high C	-0.606778985589606	0.299142650408705	40	40	0.0674368191784967	0.414377336563583
midas_g_3907	temp	temp	0.834171666316156	0.415716434323478	40	40	0.0700089564057195	0.414377336563583
midas_g_550	flow_2weekave	flow_2weekave	0.515211416421734	0.256380462966768	40	40	0.0696533114625364	0.414377336563583
SH.PL14	temp	temp	0.586877939333569	0.293738707608399	40	40	0.0710519320857159	0.417728137631457
Terrimonas	flow_2weekave	flow_2weekave	0.472623625037622	0.238430781961086	40	40	0.0729910394355611	0.426267670303677
Nitrotoga	flow_2weekave	flow_2weekave	2.43829663551095	1.24736158208166	40	40	0.0764942837092896	0.443768162445945
Acidovorax	reactor	SBR2	-2.28766333493207	1.17910856956689	40	35	0.0784197084661651	0.448991272002357
midas_g_70	reactor	SBR3	3.14812525698567	1.62254066666044	40	40	0.0784089234774265	0.448991272002357
midas_g_1226	flow_2weekave	flow_2weekave	0.656537360091566	0.340053295820391	40	40	0.0796930513912757	0.453318915706218
Sphingopyxis	flow_2weekave	flow_2weekave	0.370177674220644	0.192789665271429	40	40	0.0811374008819502	0.458557181758635
Acidovorax	perf	high C	2.91822022181299	1.52293570981606	40	35	0.0816802614978436	0.458666083795583
Prosthecobacter	flow_2weekave	flow_2weekave	-0.832941384893742	0.436604247489466	40	40	0.0828528441614705	0.462287206913682
Trichococcus	flow_2weekave	flow_2weekave	0.872454160482653	0.458296431606733	40	40	0.0834277163429191	0.462548604534159
Ca_Epiflobacter	temp	temp	0.411544889175343	0.219304076103101	40	40	0.0873372341853016	0.462663933620567
Comamonas	temp	temp	-1.12768293528587	0.600026164821801	40	40	0.0869263107761499	0.462663933620567
Hassallia	reactor	SBR2	-1.89715112157773	1.00094471309802	40	40	0.0846120089406626	0.462663933620567
Inhella	flow_2weekave	flow_2weekave	-0.563748547114152	0.296891406265242	40	40	0.0841157513891932	0.462663933620567
midas_g_12057	temp	temp	-1.2673036023496	0.676142274518095	40	40	0.0876737591107467	0.462663933620567
midas_g_2621	reactor	SBR3	-0.725193736684273	0.385069937671496	40	40	0.0863575534102867	0.462663933620567
midas_g_351	temp	temp	0.767761131607756	0.408156221239498	40	40	0.0866834273154317	0.462663933620567
midas_g_595	flow_2weekave	flow_2weekave	-2.39958698300966	1.2779899675395	40	39	0.0871854321345547	0.462663933620567
JGI_0001001.H03	temp	temp	-1.3480876549974	0.728929451135319	40	40	0.0914287078350386	0.463793275342207
Leptothrix	flow_2weekave	flow_2weekave	0.849026125647914	0.455933892900109	40	40	0.0894867484121481	0.463793275342207
Luteitalea	perf	reduced C	-0.999326977307734	0.536115735266394	40	40	0.0892092718591193	0.463793275342207
Terrimonas	temp	temp	0.334243249398721	0.17951617341565	40	40	0.0895255915447027	0.463793275342207
Tetrasphaera	temp	temp	0.965330552172396	0.520074318251755	40	40	0.0903995315469888	0.463793275342207
midas_g_2621	flow_2weekave	flow_2weekave	0.433276060078027	0.234414420280353	40	40	0.0915938774363034	0.463793275342207
midas_g_59	flow_2weekave	flow_2weekave	-0.228110612605048	0.123380495505346	40	40	0.0915161948898725	0.463793275342207
Hassallia	flow_2weekave	flow_2weekave	-1.30549614061509	0.707812284456833	40	40	0.0921996326766097	0.464177461061552
Ca_Alysiosphaera	flow_2weekave	flow_2weekave	0.435852012899683	0.239107347125013	40	40	0.0955973948179146	0.467839764583761
Nannocystis	reactor	SBR3	-0.838027369099331	0.459468327606318	40	40	0.0954251730604337	0.467839764583761
midas_g_3487	flow_2weekave	flow_2weekave	-0.961978463097019	0.525159630868504	40	40	0.0941741052131799	0.467839764583761
midas_g_70	flow_2weekave	flow_2weekave	-1.81047672694657	0.987734675047472	40	40	0.0939886620877046	0.467839764583761
midas_g_81	reactor	SBR3	-0.636254420507672	0.348889793747826	40	40	0.0954654949083543	0.467839764583761
Pirellula	flow_2weekave	flow_2weekave	0.483212930778549	0.267744441001086	40	40	0.0985308382380698	0.47502111934637
midas_g_1221	reactor	SBR2	-0.339517797292529	0.188225942432991	40	40	0.0986916024212778	0.47502111934637
midas_g_595	reactor	SBR2	3.26430207842314	1.80725501590102	40	39	0.0982897798814855	0.47502111934637
midas_g_1096	reactor	SBR3	1.56185062317918	0.867691229445305	40	40	0.0993146688558378	0.475407923047617
Amaricoccus	temp	temp	-0.314762769296575	0.177974858716999	40	40	0.104648540168572	0.481456959277363
Ca_Accumulibacter	perf	reduced C	1.4278986211603	0.801319602179883	40	40	0.102351148816548	0.481456959277363
Thauera	perf	reduced C	-3.53339656239816	1.98533764905669	40	40	0.102724419578051	0.481456959277363
midas_g_1040	reactor	SBR3	2.13693686444667	1.21094274315788	40	40	0.105326725879552	0.481456959277363
midas_g_108	flow_2weekave	flow_2weekave	-1.51864981542092	0.856518886060361	40	40	0.10387457991224	0.481456959277363
midas_g_1166	reactor	SBR2	-0.491590611082705	0.278749601737145	40	40	0.105524812992299	0.481456959277363
midas_g_1195	reactor	SBR2	1.38018411424128	0.780629883716456	40	38	0.10474257464422	0.481456959277363
midas_g_558	flow_2weekave	flow_2weekave	-1.01836071963539	0.576758172387816	40	40	0.105156490096139	0.481456959277363
midas_g_8849	perf	reduced C	-2.36407458022752	1.32624112148872	40	40	0.102248400791902	0.481456959277363
Ca_Obscuribacter	reactor	SBR2	0.94357426736218	0.556011910004095	40	40	0.117767253300615	0.488929449721985
Ca_Phosphoribacter	temp	temp	-0.610313576729012	0.35598333206664	40	40	0.11444653161562	0.488929449721985
Ferruginibacter	perf	reduced C	-0.739211778741613	0.428780467225892	40	40	0.112661741065724	0.488929449721985
Hydrogenophaga	reactor	SBR2	1.19084275364121	0.68377841228331	40	40	0.109439719049595	0.488929449721985
Pajaroellobacter	perf	high C	-0.705160280966163	0.405197783014551	40	40	0.109670769620194	0.488929449721985
Pajaroellobacter	perf	reduced C	-0.745811613084946	0.437288951358742	40	40	0.116135752836048	0.488929449721985
Rubrivivax	temp	temp	0.350061004995352	0.206079672903729	40	40	0.117452903147593	0.488929449721985
Tetrasphaera	perf	reduced C	2.31497553965439	1.3615868923956	40	40	0.117157164735251	0.488929449721985
midas_g_10530	temp	temp	-0.377216840546437	0.22076427735431	40	40	0.115535768723088	0.488929449721985
midas_g_1223	reactor	SBR3	4.36449028413655	2.53899061984359	40	38	0.113593837071371	0.488929449721985
midas_g_142	temp	temp	0.392436368777179	0.230611330142386	40	40	0.116865513018766	0.488929449721985
midas_g_1432	temp	temp	-0.434643024667933	0.251209597060418	40	40	0.111512938581824	0.488929449721985
midas_g_3144	perf	reduced C	-1.50773278806622	0.861056745825963	40	40	0.107739407223875	0.488929449721985
midas_g_3907	reactor	SBR3	1.56009151672332	0.907008223911699	40	40	0.113396631563541	0.488929449721985
midas_g_424	perf	high C	1.28026683348808	0.737624888859569	40	40	0.110512181932698	0.488929449721985
midas_g_424	perf	reduced C	1.36667009671683	0.796043877006915	40	40	0.113998391859494	0.488929449721985
midas_g_550	reactor	SBR2	-0.624860456739449	0.362557523489631	40	40	0.112755956957659	0.488929449721985
midas_g_70	perf	reduced C	-3.31560093254733	1.94698010080012	40	40	0.116630908618254	0.488929449721985
midas_g_8849	perf	high C	-2.09683453485226	1.22891273721914	40	40	0.115999029787464	0.488929449721985
midas_g_169	reactor	SBR2	2.39950232844699	1.42675926174675	40	38	0.1207483518454	0.498941302908349
Rubrivivax	reactor	SBR2	-0.648592453709856	0.387066772756997	40	40	0.121964056846893	0.501598656328067
Acidibacter	temp	temp	0.27199065013855	0.162986388047786	40	40	0.123340017861121	0.504887175917485
Sediminibacterium	reactor	SBR3	2.09296449940094	1.25920674241799	40	40	0.124688605503698	0.508033574052277
SWB02	reactor	SBR2	-0.825562519100341	0.49975141208816	40	40	0.126774553112264	0.514141243177514
midas_g_9818	perf	reduced C	1.65206401715836	1.00315636836702	40	40	0.12782679210592	0.516019676888416
Leptospira	flow_2weekave	flow_2weekave	-0.847506497469539	0.521329248325504	40	40	0.132301864731256	0.526801970475365
midas_g_11003	flow_2weekave	flow_2weekave	-2.1635662314093	1.33011509607702	40	40	0.13210137690005	0.526801970475365
midas_g_679	perf	reduced C	0.423459346200914	0.260011586791076	40	40	0.131670452798728	0.526801970475365
midas_g_5463	reactor	SBR3	1.79191327082042	1.10549392862757	40	40	0.133322852472149	0.528465243283268
Inhella	temp	temp	0.359210711673262	0.223531578994804	40	40	0.136359865770342	0.535655795582149
Leptospira	temp	temp	0.631249932941578	0.392512371847717	40	40	0.136085077695787	0.535655795582149
P3OB.42	reactor	SBR2	-0.530689486775871	0.331436556713684	40	40	0.137641605659913	0.538276993562874
Lautropia	perf	reduced C	-0.428475058274138	0.268280318331512	40	40	0.138545712264473	0.539404639749681
Aeromonas	temp	temp	-0.28286466872377	0.180516389958464	40	40	0.145417637390963	0.558599074513729
Stella	perf	reduced C	-1.02411521810032	0.652662380947848	40	40	0.144915519107345	0.558599074513729
midas_g_10530	flow_2weekave	flow_2weekave	-0.457102565959625	0.293215916299568	40	40	0.147301810745059	0.558599074513729
midas_g_1223	reactor	SBR2	3.42552963324637	2.18573647775475	40	38	0.145360630333283	0.558599074513729
midas_g_385	perf	high C	-0.965900771402137	0.618923886509024	40	40	0.146905521449324	0.558599074513729
midas_g_81	temp	temp	0.250114758719228	0.159909488365146	40	40	0.146087917096713	0.558599074513729
Bdellovibrio	flow_2weekave	flow_2weekave	-0.30365474366538	0.195166661894556	40	40	0.148022504477574	0.558912560010149
Comamonas	reactor	SBR3	2.02816603153641	1.30913435486675	40	40	0.14959802869193	0.562437223751634
Amaricoccus	perf	reduced C	0.714623452430226	0.46594924283056	40	40	0.153349025190226	0.571632961985694
Leptothrix	temp	temp	0.526597142219472	0.343275759575736	40	40	0.15326575754998	0.571632961985694
Ca_Opimibacter	perf	high C	1.2633693360086	0.831813594363109	40	40	0.157015050964107	0.572635486286985
Halomonas	reactor	SBR2	0.640562386562112	0.421129218209536	40	40	0.156456925339339	0.572635486286985
Novosphingobium	reactor	SBR3	-0.553809255946101	0.365941449541966	40	40	0.158371756055918	0.572635486286985
Pirellula	temp	temp	0.306373776658667	0.201586628649617	40	40	0.15676659609805	0.572635486286985
Rhizobacter	perf	high C	0.963676968554746	0.636304312431509	40	40	0.158094004256837	0.572635486286985
midas_g_1096	reactor	SBR2	1.13884819154776	0.746967852816762	40	40	0.155573518437138	0.572635486286985
midas_g_20	flow_2weekave	flow_2weekave	0.699100255080481	0.460218730481612	40	40	0.156953386274247	0.572635486286985
midas_g_2555	reactor	SBR2	-3.17862374535765	2.102977629016	40	38	0.158847515031664	0.572635486286985
Ellin6067	temp	temp	-0.802308558460113	0.535108300057519	40	40	0.161926970762175	0.578971536276187
Haliscomenobacter	perf	high C	0.403619330913953	0.269052509078424	40	40	0.161719519019241	0.578971536276187
midas_g_3144	perf	high C	-1.19326093178039	0.797866681456984	40	40	0.162894109479127	0.580061950828112
midas_g_81	flow_2weekave	flow_2weekave	0.315865390457187	0.212389466800962	40	40	0.165055362331029	0.585378531991826
CL500.3	temp	temp	-0.463992668357581	0.314314319678077	40	40	0.167932855321039	0.590799924743897
Sphingopyxis	reactor	SBR3	0.467897899433744	0.316693419717915	40	40	0.167605734190078	0.590799924743897
Nitrotoga	temp	temp	1.37961125292101	0.939147102732468	40	40	0.169841098281893	0.591659305498247
SWB02	reactor	SBR3	-0.851997607686639	0.580520186426518	40	40	0.17020336185566	0.591659305498247
midas_g_1223	temp	temp	-1.70851556081038	1.16371615982712	40	38	0.17006742700504	0.591659305498247
Dokdonella	reactor	SBR3	-1.34151451425554	0.915740226251498	40	40	0.170923309626551	0.591813514754383
midas_g_1336	flow_2weekave	flow_2weekave	0.396546818607747	0.271492219316561	40	40	0.172086246990743	0.59349430064524
midas_g_945	flow_2weekave	flow_2weekave	-1.52087086389177	1.04905797318321	40	40	0.175034512723358	0.60129503194377
