feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
midas_g_1166	temp	temp	0.473994254784398	0.148410121434266	40	40	0.00854829815217337	0.159325727261785
Ca_Vicinibacter	reactor	SBR2	2.38573711621283	0.753400649246529	40	40	0.00897240514168679	0.16003088958266
Ferruginibacter	flow_2weekave	flow_2weekave	0.686139297517361	0.217527305640166	40	40	0.00917215779507679	0.16003088958266
Luteitalea	flow_2weekave	flow_2weekave	0.855752151216594	0.271980233050955	40	40	0.00930207012002225	0.16003088958266
midas_g_9818	flow_2weekave	flow_2weekave	-1.60079228335111	0.508917543185781	40	40	0.00931686685926448	0.16003088958266
midas_g_1432	reactor	SBR2	-1.4335068021556	0.471831533162347	40	40	0.0112833182959241	0.19008051590826
Oikopleura	perf	reduced C	1.0288672816431	0.343383667435281	40	40	0.0121608258945768	0.19727562006758
midas_g_1668	flow_2weekave	flow_2weekave	0.530464392326065	0.176946589929209	40	40	0.0121257291235541	0.19727562006758
Haliscomenobacter	perf	reduced C	0.86557555336541	0.290361138405137	40	40	0.0124964571509639	0.19903448116808
midas_g_611	reactor	SBR3	0.981856608588547	0.331475414823304	40	40	0.0129271256978526	0.202217180559266
BD1.7_clade	perf	reduced C	2.01701110159218	0.688767012301727	40	40	0.0137287317926318	0.205224890063553
Dokdonella	reactor	SBR2	-2.29843709625299	0.78833170986216	40	40	0.0140483346896981	0.205224890063553
Ferruginibacter	reactor	SBR2	-0.891131012974932	0.307613771781407	40	40	0.0145250492967355	0.205224890063553
P3OB.42	flow_2weekave	flow_2weekave	-0.680983475312785	0.234373450691324	40	40	0.0143024531107837	0.205224890063553
Phaselicystis	reactor	SBR3	-1.00447132386911	0.345294532136998	40	40	0.0142137267542345	0.205224890063553
Zoogloea	flow_2weekave	flow_2weekave	-1.15848434824841	0.399689809697918	40	40	0.0144850040082139	0.205224890063553
midas_g_1432	reactor	SBR3	-1.56636590075731	0.54808795526724	40	40	0.0155757917418576	0.215193929492662
midas_g_1432	perf	reduced C	1.86545988771422	0.657682339999474	40	40	0.0161853490375051	0.215193929492662
midas_g_1668	reactor	SBR2	-0.713009414797306	0.250227012980256	40	40	0.0158122743497239	0.215193929492662
midas_g_81	reactor	SBR2	-0.851622858626606	0.300348155267281	40	40	0.0162132412631458	0.215193929492662
midas_g_8849	temp	temp	-1.43177173504386	0.506573580392023	40	40	0.0164783890888187	0.21544878868366
Dechloromonas	perf	reduced C	2.48591197510979	0.886896323686519	40	40	0.0171843422212471	0.221374761556066
Stella	temp	temp	0.694326335754934	0.249292163956437	40	40	0.0177384511603547	0.225201206035808
Rhizobacter	reactor	SBR2	-1.36586098015269	0.49264841766103	40	40	0.0181461256945797	0.227085801549312
Stenotrophobacter	temp	temp	-1.50761707598641	0.551971285023033	40	40	0.0195317639608054	0.240983453938951
Lautropia	temp	temp	0.278334730455294	0.102472860480568	40	40	0.0200680057787814	0.241117864580481
Phaeodactylibacter	flow_2weekave	flow_2weekave	-0.820443804282236	0.302135917070867	40	40	0.0200931553817067	0.241117864580481
midas_g_23116	reactor	SBR2	-0.905386235230748	0.335140047024864	40	40	0.0206008590502054	0.243869628756485
